guid_prefix,other_id_type,other_id_number,scientific_name,made_date,nature_of_id,accepted_fg,identification_remarks,agent_1,agent_2
CHAS:Inv,catalog number,15012,Elliptio crassidens,2019-07-26,expert,1,Elephant-ear mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1996.1,Elliptio crassidens,2019-07-26,expert,1,Elephant-ear mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1798,Elliptio crassidens,2019-07-26,expert,1,Elephant-ear mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8371,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12412,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.704,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.703,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.709,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.702,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.707,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1996.2,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.708,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1895.446.2,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1977.3,Eurynia dilatata,2019-07-26,revised taxonomy,1,Spike mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1898.1159.15,Elliptio jayensis,2019-07-26,expert,1,Florida spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.713,Epioblasma capsaeformis,2019-07-26,expert,1,Oyster mussel . Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20731,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7387,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,10087,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13058,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25569,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25585,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25250,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25407,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25412,Eurynia dilatata,2019-07-26,expert,1,Spike mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1909.2921.3,Friersonia iridella,2019-07-26,expert,1,Freshwater mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1909.2921.2,Friersonia iridella,2019-07-26,expert,1,Freshwater mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24239,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9289,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13441,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7764,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7474,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.794,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.793,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.3037,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12446,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25343,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,5536,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,5534,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25567,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25316,Fusconaia flava,2019-07-26,expert,1,Wabash pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1733,Fusconaia masoni,2019-07-26,expert,1,Atlantic pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1016,Hyridella australis,2019-07-26,expert,1,Freshwater mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1901.1622.2,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17997.1,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1094,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8054,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1089,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1087,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1092,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1090,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1088,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7502,Lampsilis fasciola,2019-07-26,expert,1,Wavy-rayed lampmussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1061,Lampsilis fasciola,2019-07-26,expert,1,Wavy-rayed lampmussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17698,Lampsilis fasciola,2019-07-26,expert,1,Wavy-rayed lampmussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.2035.1,Lampsilis radiata,2019-07-26,expert,1,Eastern lampmussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1064,Lampsilis radiata,2019-07-26,expert,1,Eastern lampmussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17786,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17791,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1067,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1065,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1066,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24316,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12443.1,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17802,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1081,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1078,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1082,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1080,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1996.4,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1996.5,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18018,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1901.1623.6,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1799,Lanceolaria grayi,2019-07-26,expert,1,Freshwater mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13057,Lasmigona complanata,2019-07-26,expert,1,White heelsplitter. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13191,Lasmigona complanata,2019-07-26,expert,1,White heelsplitter. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1109,Lasmigona complanata,2019-07-26,expert,1,White heelsplitter. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18693,Lasmigona complanata,2019-07-26,expert,1,White heelsplitter. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12411,Lasmigona compressa,2019-07-26,expert,1,Creek heelsplitter. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13428,Lasmigona costata,2019-07-26,expert,1,Fluted-shell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9524,Lasmigona costata,2019-07-26,expert,1,Fluted-shell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1107,Lasmigona costata,2019-07-26,expert,1,Fluted-shell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1106,Lasmigona costata,2019-07-26,expert,1,Fluted-shell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25219,Lasmigona costata,2019-07-26,expert,1,Fluted-shell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1717,Lasmigona holstonia,2019-07-26,expert,1,Tennessee heelsplitter. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,5735,Lasmigona holstonia,2019-07-26,expert,1,Tennessee heelsplitter. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12945,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1789,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1599,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12440,Ligumia recta,2019-07-26,expert,1,Black sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1996.7,Ligumia recta,2019-07-26,expert,1,Black sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1123,Ligumia recta,2019-07-26,expert,1,Black sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18019,Ligumia recta,2019-07-26,expert,1,Black sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25571,Ligumia recta,2019-07-26,expert,1,Black sandshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19557,Margaritifera margaritifera,2019-07-26,expert,1,Eastern Pearlshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19188,Megalonaias nervosa,2019-07-26,expert,1,Washboard mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.8,Megalonaias nervosa,2019-07-26,expert,1,Washboard mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.9,Megalonaias nervosa,2019-07-26,expert,1,Washboard mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1403,Megalonaias nervosa,2019-07-26,expert,1,Washboard mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1405,Megalonaias nervosa,2019-07-26,expert,1,Washboard mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1756,Obliquaria reflexa,2019-07-26,expert,1,Three-horn wartyback mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1629,Obliquaria reflexa,2019-07-26,expert,1,Three-horn wartyback mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1624,Obliquaria reflexa,2019-07-26,expert,1,Three-horn wartyback mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1622,Obliquaria reflexa,2019-07-26,expert,1,Three-horn wartyback mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1626,Obliquaria reflexa,2019-07-26,expert,1,Three-horn wartyback mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1623,Obliquaria reflexa,2019-07-26,expert,1,Three-horn wartyback mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1630,Obovaria olivaria,2019-07-26,expert,1,Hickorynut mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1634,Obliquaria reflexa,2019-07-26,expert,1,Three-horn wartyback mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1633,Obovaria subrotunda,2019-07-26,expert,1,Round hickorynut mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15041,Pleurobema sintoxia,2019-07-26,expert,1,Round pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,10088,Pleurobema sintoxia,2019-07-26,expert,1,Round pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12992,Pleurobema sintoxia,2019-07-26,expert,1,Round pigtoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13378,Potamilus alatus,2019-07-26,expert,1,Pink heelsplitter mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17967,Potamilus alatus,2019-07-26,expert,1,Pink heelsplitter mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19433,Potamilus alatus,2019-07-26,expert,1,Pink heelsplitter mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1788,Potamilus alatus,2019-07-26,expert,1,Pink heelsplitter mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1898.1159.2,Potamilus amphichaenus,2019-07-26,expert,1,Texas heelsplitter mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.10,Potamilus capax,2019-07-26,expert,1,Fat pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.11,Potamilus capax,2019-07-26,expert,1,Fat pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.12,Potamilus capax,2019-07-26,expert,1,Fat pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1901.1623.12,Potamilus capax,2019-07-26,expert,1,Fat pocketbook mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1763,Ptychobranchus fasciolaris,2019-07-26,expert,1,Kidneyshell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21151,Pyganodon cataracta,2019-07-26,expert,1,Eastern Floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22179,Pyganodon cataracta,2019-07-26,expert,1,Eastern Floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20473,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
