guid_prefix,other_id_type,other_id_number,scientific_name,made_date,nature_of_id,accepted_fg,identification_remarks,agent_1,agent_2
CHAS:Inv,catalog number,22433,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,14830,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17865,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21594,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19255,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20262,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,25055,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20732,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21670,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,10163,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1693,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7760,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7741,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21541,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21260,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19300,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20201,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21542,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1706,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1702,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17862,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19308.1,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24040,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20150,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24032,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20979,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18435,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8050,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9874,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,28208,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,14822,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9299,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1634,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13002,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20645,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22429,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18373,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9843,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,14820,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22347,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,16335,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22434,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,16336,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1692,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18372,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22397,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,16337,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20151,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17864,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22427,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13504,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21398,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17858,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22404,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7165,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2175,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.118,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19558,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1688,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,14809,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,22424,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12417,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2172,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20263,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1906.2455.1,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13588,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2177,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2182,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2179,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,14823,Pyganodon grandis,2019-07-26,expert,1,Giant floater. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,9696,Quadrula quadrula,2019-07-26,expert,1,Mapleleaf mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13443,Quadrula quadrula,2019-07-26,expert,1,Mapleleaf mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1977.8,Quadrula quadrula,2019-07-26,expert,1,Mapleleaf mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18022,Reginaia ebena,2019-07-26,expert,1,Ebonyshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18023,Reginaia ebena,2019-07-26,expert,1,Ebonyshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18013,Reginaia ebena,2019-07-26,expert,1,Ebonyshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18047,Reginaia ebena,2019-07-26,expert,1,Ebonyshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2759,Sphaeriidae,2019-07-26,expert,1,Minute bog beetle shell. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21614,Sphaerium fabale,2019-07-26,expert,1,River fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21615,Sphaerium javanum,2019-07-26,expert,1,Fingernail clam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21453,Sphaerium nitidum,2019-07-26,expert,1,Arctic fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12610,Sphaerium nobile,2019-07-26,expert,1,Fingernail clam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8870,Sphaerium occidentale,2019-07-26,expert,1,Herrington fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,28211,Sphaerium occidentale,2019-07-26,expert,1,Herrington fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,21613,Sphaerium rhomboideum,2019-07-26,expert,1,Rhomboid fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24448,Sphaerium rhomboideum,2019-07-26,expert,1,Rhomboid fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7014,Sphaerium rhomboideum,2019-07-26,expert,1,Rhomboid fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24294,Sphaerium simile,2019-07-26,expert,1,Grooved fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13270,Sphaerium simile,2019-07-26,expert,1,Grooved fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15998.2,Sphaerium simile,2019-07-26,expert,1,Grooved fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2311,Sphaerium sp.,2019-07-26,expert,1,Fingernail clam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24160,Sphaerium striatinum,2019-07-26,expert,1,Striated fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,28210,Sphaerium striatinum,2019-07-26,expert,1,Striated fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24449,Sphaerium striatinum,2019-07-26,expert,1,Striated fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24156,Sphaerium striatinum,2019-07-26,expert,1,Striated fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7013,Sphaerium striatinum,2019-07-26,expert,1,Striated fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18109,Sphaerium striatinum,2019-07-26,expert,1,Striated fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,10316,Sphaerium striatinum,2019-07-26,expert,1,Striated fingernailclam. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12413,Strophitus undulatus,2019-07-26,expert,1,Creeper mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12946,Strophitus undulatus,2019-07-26,expert,1,Creeper mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19272,Strophitus undulatus,2019-07-26,expert,1,Creeper mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2218,Theliderma cylindrica,2019-07-26,expert,1,Rabbitsfoot mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2221,Theliderma metanevra,2019-07-26,expert,1,Monkeyface mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2242,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.16,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.17,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.15,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1977.9,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1996.10,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15051.2,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,15051.1,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,19435,Tritogonia verrucosa,2019-07-26,expert,1,Pistolgrip mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,8366,Truncilla donaciformis,2019-07-26,expert,1,Fawnsfoot mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1768,Truncilla truncata,2019-07-26,expert,1,Deertoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,13140,Truncilla truncata,2019-07-26,expert,1,Deertoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,24292,Truncilla truncata,2019-07-26,expert,1,Deertoe mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20621,Tulotoma magnifica,2019-07-26,expert,1,Alabama live-bearing snail. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2462,Uniomerus tetralasmus,2019-07-26,expert,1,Pondhorn mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2460,Uniomerus tetralasmus,2019-07-26,expert,1,Pondhorn mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2461,Uniomerus tetralasmus,2019-07-26,expert,1,Pondhorn mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2806,Unionidae,2019-07-26,expert,1,Freshwater mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20607,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1951.5300.391,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2468,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2467,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12454,Utterbackia imbecillis,2019-07-26,expert,1,Paper pondshell mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.124,Utterbackia suborbiculata,2019-07-26,expert,1,Flat floater mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1977.4,Venustaconcha ellipsiformis,2019-07-26,expert,1,Ellipse mussel. Legacy identification verified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
